id_transaccion,id_contrato,id_cliente,id_producto,fecha,ingreso,costo,margen
6332,296,122,2,2024-10-22,1071.28,263.45,807.83
6333,296,122,2,2024-11-21,1053.52,269.41,784.11
6334,297,123,9,2023-01-01,24.17,7.05,17.12
6335,297,123,9,2023-01-31,22.42,7.66,14.76
6336,298,124,2,2023-01-01,1061.79,257.09,804.7
6337,298,124,2,2023-01-31,1054.6,248.67,805.93
6338,298,124,2,2023-03-02,1017.65,250.1,767.55
6339,298,124,2,2023-04-01,1046.82,268.97,777.85
6340,299,124,9,2023-01-01,59.8,18.67,41.13
6341,299,124,9,2023-01-31,57.87,18.79,39.08
6342,299,124,9,2023-03-02,59.83,17.78,42.05
6343,299,124,9,2023-04-01,56.31,18.19,38.12
6344,299,124,9,2023-05-01,55.92,17.64,38.28
6345,299,124,9,2023-05-31,59.9,18.91,40.99
6346,299,124,9,2023-06-30,56.45,17.52,38.93
6347,299,124,9,2023-07-30,59.4,17.66,41.74
6348,299,124,9,2023-08-29,58.58,17.81,40.77
6349,299,124,9,2023-09-28,58.51,18.53,39.98
6350,299,124,9,2023-10-28,57.29,17.87,39.42
6351,299,124,9,2023-11-27,56.91,18.88,38.03
6352,299,124,9,2023-12-27,56.38,18.62,37.76
6353,299,124,9,2024-01-26,56.42,18.14,38.28
6354,299,124,9,2024-02-25,56.92,18.34,38.58
6355,299,124,9,2024-03-26,57.87,18.48,39.39
6356,299,124,9,2024-04-25,60.78,17.76,43.02
6357,299,124,9,2024-05-25,57.51,18.55,38.96
6358,299,124,9,2024-06-24,55.57,18.36,37.21
6359,299,124,9,2024-07-24,57.87,17.7,40.17
6360,299,124,9,2024-08-23,58.82,19.08,39.74
6361,299,124,9,2024-09-22,56.21,18.57,37.64
6362,299,124,9,2024-10-22,58.88,17.87,41.01
6363,299,124,9,2024-11-21,55.59,18.63,36.96
6364,300,125,1,2023-01-01,99.95,24.79,75.16
6365,300,125,1,2023-01-31,106.88,26.29,80.59
6366,300,125,1,2023-03-02,105.47,24.46,81.01
6367,300,125,1,2023-04-01,102.44,24.8,77.64
6368,300,125,1,2023-05-01,108.36,26.66,81.7
6369,300,125,1,2023-05-31,108.13,26.26,81.87
6370,300,125,1,2023-06-30,101.09,26.78,74.31
6371,300,125,1,2023-07-30,99.44,25.1,74.34
6372,300,125,1,2023-08-29,100.78,25.51,75.27
6373,300,125,1,2023-09-28,106.97,26.71,80.26
6374,300,125,1,2023-10-28,99.65,25.41,74.24
6375,300,125,1,2023-11-27,104.11,24.93,79.18
6376,300,125,1,2023-12-27,104.15,26.83,77.32
6377,300,125,1,2024-01-26,108.39,25.0,83.39
6378,300,125,1,2024-02-25,102.42,26.59,75.83
6379,300,125,1,2024-03-26,105.92,25.68,80.24
6380,300,125,1,2024-04-25,102.34,26.27,76.07
6381,300,125,1,2024-05-25,101.73,25.93,75.8
6382,300,125,1,2024-06-24,103.09,25.04,78.05
6383,300,125,1,2024-07-24,99.98,26.36,73.62
6384,300,125,1,2024-08-23,105.72,26.44,79.28
6385,300,125,1,2024-09-22,98.72,25.29,73.43
6386,300,125,1,2024-10-22,105.2,26.08,79.12
6387,300,125,1,2024-11-21,104.58,25.35,79.23
6388,301,125,6,2023-01-01,5.99,1.2,4.79
6389,301,125,6,2023-01-31,6.33,1.25,5.08
6390,301,125,6,2023-03-02,5.94,1.23,4.71
6391,301,125,6,2023-04-01,5.85,1.27,4.58
6392,301,125,6,2023-05-01,5.95,1.19,4.76
6393,301,125,6,2023-05-31,6.27,1.18,5.09
6394,301,125,6,2023-06-30,6.06,1.25,4.81
6395,301,125,6,2023-07-30,6.25,1.22,5.03
6396,301,125,6,2023-08-29,6.35,1.2,5.15
6397,301,125,6,2023-09-28,6.22,1.29,4.93
6398,301,125,6,2023-10-28,6.39,1.18,5.21
6399,301,125,6,2023-11-27,6.18,1.2,4.98
6400,301,125,6,2023-12-27,6.02,1.18,4.84
6401,301,125,6,2024-01-26,6.09,1.18,4.91
6402,301,125,6,2024-02-25,5.98,1.26,4.72
6403,301,125,6,2024-03-26,5.94,1.21,4.73
6404,301,125,6,2024-04-25,5.98,1.21,4.77
6405,301,125,6,2024-05-25,6.11,1.24,4.87
6406,301,125,6,2024-06-24,5.92,1.23,4.69
6407,301,125,6,2024-07-24,5.85,1.2,4.65
6408,301,125,6,2024-08-23,6.37,1.29,5.08
6409,301,125,6,2024-09-22,5.84,1.24,4.6
6410,301,125,6,2024-10-22,5.95,1.2,4.75
6411,301,125,6,2024-11-21,6.24,1.21,5.03
6412,302,126,6,2023-01-01,8.2,1.71,6.49
6413,302,126,6,2023-01-31,8.44,1.63,6.81
6414,302,126,6,2023-03-02,8.67,1.74,6.93
6415,302,126,6,2023-04-01,8.23,1.61,6.62
6416,302,126,6,2023-05-01,8.57,1.72,6.85
6417,302,126,6,2023-05-31,8.16,1.66,6.5
6418,302,126,6,2023-06-30,8.2,1.69,6.51
6419,302,126,6,2023-07-30,8.44,1.58,6.86
6420,302,126,6,2023-08-29,8.44,1.61,6.83
6421,302,126,6,2023-09-28,8.59,1.72,6.87
6422,302,126,6,2023-10-28,7.92,1.61,6.31
6423,302,126,6,2023-11-27,8.32,1.71,6.61
6424,302,126,6,2023-12-27,8.43,1.65,6.78
6425,302,126,6,2024-01-26,8.38,1.61,6.77
6426,302,126,6,2024-02-25,8.65,1.58,7.07
6427,302,126,6,2024-03-26,8.6,1.6,7.0
6428,302,126,6,2024-04-25,8.33,1.74,6.59
6429,302,126,6,2024-05-25,8.56,1.64,6.92
6430,302,126,6,2024-06-24,7.9,1.62,6.28
6431,302,126,6,2024-07-24,8.58,1.73,6.85
6432,302,126,6,2024-08-23,8.38,1.7,6.68
6433,302,126,6,2024-09-22,8.27,1.62,6.65
6434,302,126,6,2024-10-22,8.38,1.65,6.73
6435,302,126,6,2024-11-21,8.28,1.71,6.57
6436,303,126,10,2023-01-01,3.58,1.52,2.06
6437,303,126,10,2023-01-31,3.88,1.45,2.43
6438,303,126,10,2023-03-02,3.77,1.54,2.23
6439,303,126,10,2023-04-01,3.71,1.5,2.21
6440,303,126,10,2023-05-01,3.62,1.5,2.12
6441,303,126,10,2023-05-31,3.73,1.5,2.23
6442,303,126,10,2023-06-30,3.71,1.45,2.26
6443,303,126,10,2023-07-30,3.83,1.52,2.31
6444,303,126,10,2023-08-29,3.7,1.48,2.22
6445,303,126,10,2023-09-28,3.91,1.49,2.42
6446,303,126,10,2023-10-28,3.63,1.45,2.18
6447,303,126,10,2023-11-27,3.73,1.54,2.19
6448,303,126,10,2023-12-27,3.64,1.43,2.21
6449,303,126,10,2024-01-26,3.64,1.44,2.2
6450,303,126,10,2024-02-25,3.8,1.44,2.36
6451,303,126,10,2024-03-26,3.9,1.56,2.34
6452,303,126,10,2024-04-25,3.92,1.45,2.47
6453,303,126,10,2024-05-25,3.84,1.51,2.33
6454,303,126,10,2024-06-24,3.89,1.5,2.39
6455,303,126,10,2024-07-24,3.86,1.43,2.43
6456,303,126,10,2024-08-23,3.9,1.5,2.4
6457,303,126,10,2024-09-22,3.88,1.49,2.39
6458,303,126,10,2024-10-22,3.89,1.42,2.47
6459,303,126,10,2024-11-21,3.71,1.56,2.15
6460,304,127,10,2023-01-01,9.52,3.8,5.72
6461,304,127,10,2023-01-31,10.02,3.86,6.16
6462,304,127,10,2023-03-02,9.59,3.95,5.64
6463,304,127,10,2023-04-01,9.76,3.81,5.95
6464,304,127,10,2023-05-01,9.84,3.89,5.95
6465,304,127,10,2023-05-31,9.32,3.99,5.33
6466,304,127,10,2023-06-30,9.81,3.96,5.85
6467,304,127,10,2023-07-30,9.8,3.92,5.88
6468,304,127,10,2023-08-29,9.45,4.08,5.37
6469,304,127,10,2023-09-28,9.97,4.11,5.86
6470,304,127,10,2023-10-28,9.86,4.02,5.84
6471,304,127,10,2023-11-27,10.03,3.91,6.12
6472,304,127,10,2023-12-27,10.07,3.96,6.11
6473,304,127,10,2024-01-26,10.07,3.84,6.23
6474,304,127,10,2024-02-25,10.09,3.88,6.21
6475,304,127,10,2024-03-26,9.39,3.76,5.63
6476,304,127,10,2024-04-25,9.82,4.0,5.82
6477,304,127,10,2024-05-25,9.47,3.97,5.5
6478,304,127,10,2024-06-24,9.86,3.73,6.13
6479,304,127,10,2024-07-24,9.7,3.96,5.74
6480,304,127,10,2024-08-23,9.41,4.0,5.41
6481,304,127,10,2024-09-22,9.36,3.89,5.47
6482,304,127,10,2024-10-22,10.26,4.04,6.22
6483,304,127,10,2024-11-21,9.79,3.96,5.83
6484,305,127,6,2023-01-01,7.89,1.55,6.34
6485,305,127,6,2023-01-31,7.8,1.47,6.33
6486,306,127,4,2023-01-01,61.02,13.42,47.6
6487,306,127,4,2023-01-31,60.02,12.49,47.53
6488,306,127,4,2023-03-02,64.17,12.59,51.58
6489,306,127,4,2023-04-01,60.26,12.57,47.69
6490,306,127,4,2023-05-01,60.06,12.45,47.61
6491,307,128,6,2023-01-01,8.12,1.69,6.43
6492,307,128,6,2023-01-31,8.43,1.6,6.83
6493,308,128,8,2023-01-01,62.5,20.51,41.99
6494,308,128,8,2023-01-31,62.83,20.87,41.96
6495,308,128,8,2023-03-02,65.01,21.61,43.4
6496,308,128,8,2023-04-01,66.66,22.02,44.64
6497,308,128,8,2023-05-01,63.34,21.21,42.13
6498,308,128,8,2023-05-31,63.01,21.87,41.14
6499,308,128,8,2023-06-30,67.58,21.1,46.48
6500,308,128,8,2023-07-30,66.76,21.59,45.17
6501,308,128,8,2023-08-29,62.48,20.55,41.93
6502,308,128,8,2023-09-28,67.34,21.54,45.8
6503,308,128,8,2023-10-28,67.07,21.59,45.48
6504,308,128,8,2023-11-27,66.7,20.2,46.5
6505,308,128,8,2023-12-27,66.84,20.61,46.23
6506,308,128,8,2024-01-26,65.32,20.21,45.11
6507,308,128,8,2024-02-25,68.23,21.92,46.31
6508,308,128,8,2024-03-26,62.4,20.39,42.01
6509,308,128,8,2024-04-25,64.23,20.52,43.71
6510,308,128,8,2024-05-25,65.93,20.26,45.67
6511,308,128,8,2024-06-24,67.47,21.03,46.44
6512,308,128,8,2024-07-24,63.59,20.09,43.5
6513,308,128,8,2024-08-23,65.74,21.7,44.04
6514,308,128,8,2024-09-22,63.41,22.09,41.32
6515,308,128,8,2024-10-22,62.49,20.24,42.25
6516,308,128,8,2024-11-21,63.32,20.96,42.36
6517,309,128,4,2023-01-01,55.54,11.27,44.27
6518,309,128,4,2023-01-31,54.69,11.56,43.13
6519,309,128,4,2023-03-02,56.85,11.95,44.9
6520,309,128,4,2023-04-01,55.21,11.21,44.0
6521,309,128,4,2023-05-01,54.68,11.18,43.5
6522,309,128,4,2023-05-31,56.46,11.7,44.76
6523,310,128,10,2023-01-01,9.11,3.5,5.61
6524,310,128,10,2023-01-31,8.71,3.65,5.06
6525,310,128,10,2023-03-02,8.98,3.63,5.35
6526,310,128,10,2023-04-01,8.56,3.56,5.0
6527,310,128,10,2023-05-01,9.15,3.61,5.54
6528,310,128,10,2023-05-31,8.61,3.48,5.13
6529,310,128,10,2023-06-30,9.05,3.37,5.68
6530,310,128,10,2023-07-30,8.83,3.64,5.19
6531,310,128,10,2023-08-29,8.33,3.33,5.0
6532,310,128,10,2023-09-28,8.46,3.35,5.11
6533,310,128,10,2023-10-28,8.67,3.57,5.1
6534,310,128,10,2023-11-27,8.77,3.46,5.31
6535,310,128,10,2023-12-27,9.05,3.54,5.51
6536,310,128,10,2024-01-26,8.44,3.66,4.78
6537,310,128,10,2024-02-25,8.59,3.49,5.1
6538,310,128,10,2024-03-26,9.09,3.52,5.57
6539,310,128,10,2024-04-25,9.01,3.51,5.5
6540,310,128,10,2024-05-25,8.44,3.39,5.05
6541,310,128,10,2024-06-24,8.73,3.54,5.19
6542,310,128,10,2024-07-24,8.6,3.32,5.28
6543,310,128,10,2024-08-23,8.3,3.37,4.93
6544,310,128,10,2024-09-22,8.93,3.63,5.3
6545,310,128,10,2024-10-22,9.1,3.58,5.52
6546,310,128,10,2024-11-21,8.29,3.34,4.95
6547,311,129,10,2023-01-01,5.08,2.13,2.95
6548,311,129,10,2023-01-31,4.91,1.99,2.92
6549,311,129,10,2023-03-02,5.18,2.08,3.1
6550,311,129,10,2023-04-01,5.33,2.07,3.26
6551,311,129,10,2023-05-01,5.22,1.96,3.26
6552,311,129,10,2023-05-31,5.06,2.04,3.02
6553,311,129,10,2023-06-30,5.25,2.06,3.19
6554,311,129,10,2023-07-30,5.21,2.09,3.12
6555,311,129,10,2023-08-29,5.3,2.06,3.24
6556,311,129,10,2023-09-28,5.17,2.03,3.14
6557,311,129,10,2023-10-28,4.97,2.1,2.87
6558,311,129,10,2023-11-27,5.37,2.12,3.25
6559,311,129,10,2023-12-27,4.98,2.13,2.85
6560,311,129,10,2024-01-26,5.14,1.99,3.15
6561,311,129,10,2024-02-25,5.36,2.07,3.29
6562,311,129,10,2024-03-26,5.15,1.99,3.16
6563,311,129,10,2024-04-25,4.88,2.14,2.74
6564,311,129,10,2024-05-25,5.26,2.07,3.19
6565,311,129,10,2024-06-24,5.06,2.02,3.04
6566,311,129,10,2024-07-24,5.35,2.0,3.35
6567,311,129,10,2024-08-23,5.29,2.08,3.21
6568,311,129,10,2024-09-22,4.92,2.01,2.91
6569,311,129,10,2024-10-22,5.29,1.98,3.31
6570,311,129,10,2024-11-21,4.89,2.03,2.86
6571,312,129,6,2023-01-01,1.05,0.2,0.85
6572,312,129,6,2023-01-31,0.99,0.21,0.78
6573,312,129,6,2023-03-02,1.05,0.22,0.83
6574,312,129,6,2023-04-01,1.02,0.2,0.82
6575,312,129,6,2023-05-01,1.06,0.2,0.86
6576,312,129,6,2023-05-31,1.02,0.21,0.81
6577,312,129,6,2023-06-30,1.07,0.2,0.87
6578,312,129,6,2023-07-30,0.99,0.2,0.79
6579,312,129,6,2023-08-29,0.98,0.2,0.78
6580,312,129,6,2023-09-28,1.05,0.2,0.85
6581,312,129,6,2023-10-28,1.01,0.21,0.8
6582,312,129,6,2023-11-27,1.0,0.2,0.8
6583,312,129,6,2023-12-27,1.0,0.21,0.79
6584,312,129,6,2024-01-26,1.03,0.2,0.83
6585,312,129,6,2024-02-25,1.05,0.2,0.85
6586,312,129,6,2024-03-26,0.99,0.21,0.78
6587,312,129,6,2024-04-25,1.01,0.21,0.8
6588,312,129,6,2024-05-25,1.04,0.21,0.83
6589,312,129,6,2024-06-24,0.98,0.22,0.76
6590,312,129,6,2024-07-24,1.02,0.2,0.82
6591,312,129,6,2024-08-23,0.99,0.21,0.78
6592,312,129,6,2024-09-22,1.03,0.2,0.83
6593,312,129,6,2024-10-22,1.03,0.21,0.82
6594,312,129,6,2024-11-21,1.03,0.21,0.82
6595,313,129,4,2023-01-01,140.8,31.23,109.57
6596,313,129,4,2023-01-31,143.28,28.94,114.34
6597,313,129,4,2023-03-02,144.98,30.54,114.44
6598,313,129,4,2023-04-01,142.49,30.68,111.81
6599,313,129,4,2023-05-01,144.29,29.5,114.79
6600,313,129,4,2023-05-31,146.71,29.47,117.24
6601,313,129,4,2023-06-30,139.46,29.17,110.29
6602,313,129,4,2023-07-30,145.53,29.72,115.81
6603,313,129,4,2023-08-29,147.09,29.09,118.0
6604,313,129,4,2023-09-28,152.62,29.51,123.11
6605,313,129,4,2023-10-28,148.41,28.83,119.58
6606,313,129,4,2023-11-27,140.34,30.8,109.54
6607,313,129,4,2023-12-27,145.26,30.6,114.66
6608,313,129,4,2024-01-26,140.01,29.48,110.53
6609,313,129,4,2024-02-25,152.09,30.03,122.06
6610,313,129,4,2024-03-26,146.88,30.76,116.12
6611,313,129,4,2024-04-25,148.74,30.16,118.58
6612,313,129,4,2024-05-25,143.52,29.45,114.07
6613,313,129,4,2024-06-24,142.26,29.61,112.65
6614,313,129,4,2024-07-24,148.16,28.69,119.47
6615,313,129,4,2024-08-23,149.52,31.06,118.46
6616,313,129,4,2024-09-22,139.84,29.87,109.97
6617,313,129,4,2024-10-22,145.61,30.75,114.86
6618,313,129,4,2024-11-21,143.76,30.78,112.98
6619,314,130,10,2023-01-01,6.41,2.39,4.02
6620,314,130,10,2023-01-31,5.92,2.47,3.45
6621,314,130,10,2023-03-02,5.99,2.56,3.43
6622,314,130,10,2023-04-01,6.49,2.54,3.95
6623,314,130,10,2023-05-01,6.08,2.46,3.62
6624,314,130,10,2023-05-31,6.21,2.41,3.8
6625,314,130,10,2023-06-30,6.41,2.51,3.9
6626,314,130,10,2023-07-30,6.49,2.53,3.96
6627,314,130,10,2023-08-29,6.17,2.55,3.62
6628,314,130,10,2023-09-28,6.47,2.6,3.87
6629,314,130,10,2023-10-28,6.02,2.38,3.64
6630,314,130,10,2023-11-27,6.01,2.54,3.47
6631,314,130,10,2023-12-27,6.32,2.37,3.95
6632,314,130,10,2024-01-26,6.53,2.37,4.16
6633,314,130,10,2024-02-25,6.42,2.55,3.87
6634,314,130,10,2024-03-26,6.37,2.4,3.97
6635,314,130,10,2024-04-25,6.27,2.47,3.8
6636,314,130,10,2024-05-25,6.41,2.46,3.95
6637,314,130,10,2024-06-24,6.11,2.56,3.55
6638,314,130,10,2024-07-24,5.94,2.56,3.38
6639,314,130,10,2024-08-23,6.35,2.58,3.77
6640,314,130,10,2024-09-22,6.41,2.6,3.81
6641,314,130,10,2024-10-22,6.05,2.47,3.58
6642,314,130,10,2024-11-21,6.27,2.42,3.85
6643,315,131,4,2023-01-01,38.01,8.19,29.82
6644,315,131,4,2023-01-31,40.28,8.3,31.98
6645,315,131,4,2023-03-02,38.49,7.92,30.57
6646,315,131,4,2023-04-01,38.65,8.22,30.43
6647,315,131,4,2023-05-01,37.94,7.74,30.2
6648,316,131,8,2023-01-01,95.24,28.86,66.38
6649,316,131,8,2023-01-31,91.68,29.07,62.61
6650,316,131,8,2023-03-02,87.7,27.94,59.76
6651,316,131,8,2023-04-01,94.04,28.44,65.6
6652,316,131,8,2023-05-01,89.83,29.36,60.47
6653,316,131,8,2023-05-31,90.97,30.34,60.63
6654,316,131,8,2023-06-30,90.01,27.77,62.24
6655,316,131,8,2023-07-30,95.25,30.59,64.66
6656,316,131,8,2023-08-29,94.36,30.24,64.12
6657,316,131,8,2023-09-28,94.73,27.81,66.92
6658,316,131,8,2023-10-28,93.39,29.36,64.03
6659,316,131,8,2023-11-27,90.04,29.23,60.81
6660,316,131,8,2023-12-27,89.57,29.32,60.25
6661,316,131,8,2024-01-26,93.32,28.7,64.62
6662,316,131,8,2024-02-25,86.84,30.44,56.4
6663,316,131,8,2024-03-26,89.17,29.11,60.06
6664,316,131,8,2024-04-25,92.18,29.59,62.59
6665,316,131,8,2024-05-25,88.01,29.36,58.65
6666,316,131,8,2024-06-24,89.19,28.81,60.38
6667,316,131,8,2024-07-24,92.72,27.91,64.81
6668,316,131,8,2024-08-23,95.01,29.6,65.41
6669,316,131,8,2024-09-22,86.9,30.11,56.79
6670,316,131,8,2024-10-22,88.7,28.94,59.76
6671,316,131,8,2024-11-21,89.59,29.25,60.34
6672,317,132,3,2023-01-01,258.61,71.11,187.5
6673,317,132,3,2023-01-31,253.2,72.81,180.39
6674,317,132,3,2023-03-02,253.05,76.81,176.24
6675,317,132,3,2023-04-01,259.74,74.09,185.65
6676,317,132,3,2023-05-01,270.08,71.98,198.1
6677,317,132,3,2023-05-31,251.48,70.95,180.53
6678,317,132,3,2023-06-30,258.97,76.97,182.0
6679,317,132,3,2023-07-30,259.57,73.84,185.73
6680,317,132,3,2023-08-29,271.21,72.36,198.85
6681,317,132,3,2023-09-28,275.46,75.27,200.19
6682,317,132,3,2023-10-28,275.25,76.05,199.2
6683,317,132,3,2023-11-27,274.6,70.21,204.39
6684,317,132,3,2023-12-27,251.54,74.68,176.86
6685,317,132,3,2024-01-26,260.04,71.14,188.9
6686,317,132,3,2024-02-25,273.23,77.15,196.08
6687,317,132,3,2024-03-26,261.36,70.59,190.77
6688,317,132,3,2024-04-25,274.31,73.21,201.1
6689,317,132,3,2024-05-25,257.95,77.4,180.55
6690,317,132,3,2024-06-24,261.96,73.53,188.43
6691,317,132,3,2024-07-24,262.12,74.1,188.02
6692,317,132,3,2024-08-23,273.3,76.48,196.82
6693,317,132,3,2024-09-22,270.19,75.07,195.12
6694,317,132,3,2024-10-22,267.01,70.67,196.34
6695,317,132,3,2024-11-21,259.19,76.45,182.74
6696,318,132,4,2023-01-01,66.94,13.24,53.7
6697,318,132,4,2023-01-31,66.36,14.29,52.07
6698,318,132,4,2023-03-02,68.16,14.21,53.95
6699,318,132,4,2023-04-01,66.83,13.29,53.54
6700,318,132,4,2023-05-01,69.36,13.65,55.71
6701,318,132,4,2023-05-31,64.17,13.87,50.3
6702,318,132,4,2023-06-30,66.29,13.79,52.5
6703,318,132,4,2023-07-30,69.32,13.22,56.1
6704,318,132,4,2023-08-29,70.16,13.1,57.06
6705,318,132,4,2023-09-28,68.47,14.14,54.33
6706,318,132,4,2023-10-28,69.12,13.03,56.09
6707,318,132,4,2023-11-27,70.2,14.1,56.1
6708,318,132,4,2023-12-27,67.38,14.11,53.27
6709,318,132,4,2024-01-26,67.87,13.06,54.81
6710,318,132,4,2024-02-25,66.28,13.95,52.33
6711,318,132,4,2024-03-26,65.39,13.34,52.05
6712,318,132,4,2024-04-25,67.53,13.74,53.79
6713,318,132,4,2024-05-25,67.66,13.08,54.58
6714,318,132,4,2024-06-24,67.5,13.86,53.64
6715,318,132,4,2024-07-24,65.77,13.01,52.76
6716,318,132,4,2024-08-23,64.63,13.18,51.45
6717,318,132,4,2024-09-22,63.7,13.03,50.67
6718,318,132,4,2024-10-22,68.15,13.84,54.31
6719,318,132,4,2024-11-21,66.8,14.0,52.8
6720,319,132,12,2023-01-01,420.61,127.45,293.16
6721,319,132,12,2023-01-31,420.44,127.87,292.57
6722,319,132,12,2023-03-02,438.15,130.75,307.4
6723,319,132,12,2023-04-01,442.32,131.29,311.03
6724,319,132,12,2023-05-01,430.72,132.73,297.99
6725,319,132,12,2023-05-31,433.52,123.11,310.41
6726,319,132,12,2023-06-30,441.86,131.73,310.13
6727,319,132,12,2023-07-30,431.53,123.41,308.12
6728,319,132,12,2023-08-29,441.3,127.75,313.55
6729,319,132,12,2023-09-28,412.79,128.67,284.12
6730,319,132,12,2023-10-28,432.15,123.37,308.78
6731,319,132,12,2023-11-27,439.38,131.02,308.36
6732,319,132,12,2023-12-27,433.64,128.79,304.85
6733,319,132,12,2024-01-26,414.12,127.48,286.64
6734,319,132,12,2024-02-25,417.39,131.13,286.26
6735,319,132,12,2024-03-26,443.91,128.95,314.96
6736,319,132,12,2024-04-25,428.46,126.53,301.93
6737,319,132,12,2024-05-25,407.48,127.46,280.02
6738,319,132,12,2024-06-24,437.1,129.73,307.37
6739,319,132,12,2024-07-24,446.99,132.1,314.89
6740,319,132,12,2024-08-23,433.69,122.09,311.6
6741,319,132,12,2024-09-22,405.74,130.42,275.32
6742,319,132,12,2024-10-22,435.29,129.09,306.2
6743,319,132,12,2024-11-21,437.99,124.38,313.61
6744,320,133,6,2023-01-01,4.76,0.99,3.77
6745,320,133,6,2023-01-31,5.12,0.99,4.13
6746,320,133,6,2023-03-02,5.14,1.01,4.13
6747,320,133,6,2023-04-01,5.05,0.96,4.09
6748,320,133,6,2023-05-01,4.98,1.02,3.96
6749,320,133,6,2023-05-31,4.83,1.03,3.8
6750,320,133,6,2023-06-30,4.89,0.95,3.94
6751,320,133,6,2023-07-30,4.82,1.04,3.78
6752,320,133,6,2023-08-29,4.86,0.97,3.89
6753,320,133,6,2023-09-28,4.94,0.98,3.96
6754,320,133,6,2023-10-28,4.76,1.02,3.74
6755,320,133,6,2023-11-27,4.81,1.01,3.8
6756,320,133,6,2023-12-27,4.99,1.02,3.97
6757,320,133,6,2024-01-26,4.97,0.95,4.02
6758,320,133,6,2024-02-25,4.85,1.04,3.81
6759,320,133,6,2024-03-26,5.08,0.98,4.1
6760,320,133,6,2024-04-25,4.84,1.02,3.82
6761,320,133,6,2024-05-25,4.89,1.03,3.86
6762,320,133,6,2024-06-24,5.11,1.04,4.07
6763,320,133,6,2024-07-24,4.99,1.02,3.97
6764,320,133,6,2024-08-23,5.16,0.97,4.19
6765,320,133,6,2024-09-22,5.22,1.04,4.18
6766,320,133,6,2024-10-22,4.87,1.0,3.87
6767,320,133,6,2024-11-21,4.88,1.02,3.86
6768,321,134,4,2023-01-01,164.84,32.85,131.99
6769,321,134,4,2023-01-31,166.38,34.82,131.56
6770,321,134,4,2023-03-02,166.36,34.43,131.93
6771,321,134,4,2023-04-01,163.56,35.05,128.51
6772,321,134,4,2023-05-01,163.76,32.64,131.12
6773,321,134,4,2023-05-31,169.83,34.06,135.77
6774,321,134,4,2023-06-30,155.45,34.11,121.34
6775,321,134,4,2023-07-30,164.74,33.15,131.59
6776,321,134,4,2023-08-29,155.6,33.65,121.95
6777,321,134,4,2023-09-28,155.76,34.33,121.43
6778,321,134,4,2023-10-28,161.39,33.79,127.6
6779,321,134,4,2023-11-27,164.79,33.84,130.95
6780,321,134,4,2023-12-27,164.87,33.72,131.15
6781,321,134,4,2024-01-26,170.51,33.89,136.62
6782,321,134,4,2024-02-25,164.8,32.62,132.18
6783,321,134,4,2024-03-26,160.33,32.52,127.81
6784,321,134,4,2024-04-25,161.3,34.34,126.96
6785,321,134,4,2024-05-25,161.06,33.6,127.46
6786,321,134,4,2024-06-24,170.33,31.85,138.48
6787,321,134,4,2024-07-24,162.62,33.42,129.2
6788,321,134,4,2024-08-23,169.15,31.92,137.23
6789,321,134,4,2024-09-22,156.2,33.37,122.83
6790,321,134,4,2024-10-22,159.06,32.31,126.75
6791,321,134,4,2024-11-21,171.25,32.77,138.48
6792,322,134,6,2023-01-01,4.55,0.91,3.64
6793,322,134,6,2023-01-31,4.48,0.84,3.64
6794,322,134,6,2023-03-02,4.22,0.89,3.33
6795,322,134,6,2023-04-01,4.29,0.85,3.44
6796,322,134,6,2023-05-01,4.43,0.84,3.59
6797,322,134,6,2023-05-31,4.57,0.87,3.7
6798,322,134,6,2023-06-30,4.23,0.87,3.36
6799,322,134,6,2023-07-30,4.58,0.89,3.69
6800,322,134,6,2023-08-29,4.33,0.87,3.46
6801,322,134,6,2023-09-28,4.35,0.84,3.51
6802,322,134,6,2023-10-28,4.4,0.91,3.49
6803,322,134,6,2023-11-27,4.52,0.92,3.6
6804,322,134,6,2023-12-27,4.23,0.86,3.37
6805,322,134,6,2024-01-26,4.36,0.9,3.46
6806,322,134,6,2024-02-25,4.52,0.9,3.62
6807,322,134,6,2024-03-26,4.41,0.91,3.5
6808,322,134,6,2024-04-25,4.32,0.88,3.44
6809,322,134,6,2024-05-25,4.5,0.86,3.64
6810,322,134,6,2024-06-24,4.24,0.89,3.35
6811,322,134,6,2024-07-24,4.47,0.87,3.6
6812,322,134,6,2024-08-23,4.61,0.84,3.77
6813,322,134,6,2024-09-22,4.41,0.92,3.49
6814,322,134,6,2024-10-22,4.43,0.91,3.52
6815,322,134,6,2024-11-21,4.42,0.89,3.53
6816,323,134,3,2023-01-01,218.84,61.96,156.88
6817,323,134,3,2023-01-31,236.47,63.52,172.95
6818,323,134,3,2023-03-02,228.41,60.11,168.3
6819,323,134,3,2023-04-01,231.47,60.41,171.06
6820,323,134,3,2023-05-01,226.52,64.33,162.19
6821,323,134,3,2023-05-31,222.77,63.58,159.19
6822,323,134,3,2023-06-30,232.11,62.74,169.37
6823,323,134,3,2023-07-30,232.1,60.43,171.67
6824,323,134,3,2023-08-29,217.06,66.17,150.89
6825,323,134,3,2023-09-28,224.04,62.44,161.6
6826,323,134,3,2023-10-28,234.6,63.33,171.27
6827,323,134,3,2023-11-27,222.39,62.98,159.41
6828,323,134,3,2023-12-27,222.93,66.14,156.79
6829,323,134,3,2024-01-26,219.92,62.82,157.1
